-0.6514747760765551E+001 ,  0.3476866545274609E-001 ,  0.5803711769383582E+001
-0.6505299741626795E+001 ,  0.3545551145861851E-001 ,  0.5866493952944845E+001
-0.6495851722488039E+001 ,  0.3590018727071282E-001 ,  0.5929715130200385E+001
-0.6486403703349282E+001 ,  0.3596061816237520E-001 ,  0.5993374883629233E+001
-0.6476955684210527E+001 ,  0.3578759327862570E-001 ,  0.6057472737647469E+001
-0.6467507665071771E+001 ,  0.3570744575501732E-001 ,  0.6122008158063176E+001
-0.6458059645933014E+001 ,  0.3597442882485864E-001 ,  0.6186980551535425E+001
-0.6448611626794259E+001 ,  0.3658062795607583E-001 ,  0.6252389265041867E+001
-0.6439163607655503E+001 ,  0.3726546654519700E-001 ,  0.6318233585350975E+001
-0.6429715588516746E+001 ,  0.3771497978681507E-001 ,  0.6384512738501916E+001
-0.6420267569377991E+001 ,  0.3779857120410091E-001 ,  0.6451225889291133E+001
-0.6410819550239236E+001 ,  0.3766482200047766E-001 ,  0.6518372140765686E+001
-0.6401371531100478E+001 ,  0.3762619190802777E-001 ,  0.6585950533724675E+001
-0.6391923511961723E+001 ,  0.3792201921831999E-001 ,  0.6653960046226457E+001
-0.6382475492822967E+001 ,  0.3853953600238682E-001 ,  0.6722399593105616E+001
-0.6373027473684211E+001 ,  0.3922670264150219E-001 ,  0.6791268025496337E+001
-0.6363579454545455E+001 ,  0.3968478207662988E-001 ,  0.6860564130364459E+001
-0.6354131435406699E+001 ,  0.3979361818628430E-001 ,  0.6930286630047715E+001
-0.6344683416267943E+001 ,  0.3969983721164933E-001 ,  0.7000434181803712E+001
-0.6335235397129187E+001 ,  0.3970334690926547E-001 ,  0.7071005377367542E+001
-0.6325787377990431E+001 ,  0.4002994504226445E-001 ,  0.7141998742518657E+001
-0.6316339358851675E+001 ,  0.4066240913568266E-001 ,  0.7213412736654525E+001
-0.6306891339712919E+001 ,  0.4135638768145008E-001 ,  0.7285245752376163E+001
-0.6297443320574163E+001 ,  0.4182694299376443E-001 ,  0.7357496115080962E+001
-0.6287995301435407E+001 ,  0.4196343604471440E-001 ,  0.7430162082567142E+001
-0.6278547282296651E+001 ,  0.4191079891930975E-001 ,  0.7503241844646313E+001
-0.6269099263157895E+001 ,  0.4195760788744191E-001 ,  0.7576733522766720E+001
-0.6259651244019139E+001 ,  0.4231736337991809E-001 ,  0.7650635169646615E+001
-0.6250203224880384E+001 ,  0.4296872388811888E-001 ,  0.7724944768918873E+001
-0.6240755205741627E+001 ,  0.4367422631824148E-001 ,  0.7799660234784225E+001
-0.6231307186602871E+001 ,  0.4416142567984193E-001 ,  0.7874779411676903E+001
-0.6221859167464116E+001 ,  0.4432837883160070E-001 ,  0.7950300073941060E+001
-0.6212411148325359E+001 ,  0.4431859245391728E-001 ,  0.8026219925517795E+001
-0.6202963129186603E+001 ,  0.4441044322895946E-001 ,  0.8102536599643711E+001
-0.6193515110047848E+001 ,  0.4480626122698166E-001 ,  0.8179247658560515E+001
-0.6184067090909092E+001 ,  0.4548086446880365E-001 ,  0.8256350593237377E+001
-0.6174619071770335E+001 ,  0.4620292108852994E-001 ,  0.8333842823104646E+001
-0.6165171052631580E+001 ,  0.4671127953952407E-001 ,  0.8411721695798787E+001
-0.6155723033492823E+001 ,  0.4691196251263060E-001 ,  0.8489984486920592E+001
-0.6146275014354067E+001 ,  0.4694732854620936E-001 ,  0.8568628399805966E+001
-0.6136826995215311E+001 ,  0.4708660934328084E-001 ,  0.8647650565307712E+001
-0.6127378976076555E+001 ,  0.4752198864856663E-001 ,  0.8727048041591749E+001
-0.6117930956937800E+001 ,  0.4822467094177539E-001 ,  0.8806817813945386E+001
-0.6108482937799043E+001 ,  0.4896873457417938E-001 ,  0.8886956794598687E+001
-0.6099034918660287E+001 ,  0.4950321680412567E-001 ,  0.8967461822559541E+001
-0.6089586899521532E+001 ,  0.4974145783012057E-001 ,  0.9048329663461091E+001
-0.6080138880382775E+001 ,  0.4982495482602099E-001 ,  0.9129557009424143E+001
-0.6070690861244019E+001 ,  0.5001478226414455E-001 ,  0.9211140478931993E+001
-0.6061242842105264E+001 ,  0.5049391047551784E-001 ,  0.9293076616719961E+001
-0.6051794822966508E+001 ,  0.5123011004708685E-001 ,  0.9375361893678361E+001
-0.6042346803827751E+001 ,  0.5200217862717329E-001 ,  0.9457992706769810E+001
-0.6032898784688996E+001 ,  0.5256832068669702E-001 ,  0.9540965378961378E+001
-0.6023450765550240E+001 ,  0.5284861923574833E-001 ,  0.9624276159169975E+001
-0.6014002746411483E+001 ,  0.5298400782576791E-001 ,  0.9707921222224062E+001
-0.6004554727272728E+001 ,  0.5322833431964222E-001 ,  0.9791896668837920E+001
-0.5995106708133972E+001 ,  0.5375620796795523E-001 ,  0.9876198525602872E+001
-0.5985658688995215E+001 ,  0.5453210130920943E-001 ,  0.9960822744992287E+001
-0.5976210669856460E+001 ,  0.5533886453433826E-001 ,  0.1004576520538095E+002
-0.5966762650717704E+001 ,  0.5594292028230997E-001 ,  0.1013102171108310E+002
-0.5957314631578948E+001 ,  0.5627058639456744E-001 ,  0.1021658799240089E+002
-0.5947866612440192E+001 ,  0.5646254343135915E-001 ,  0.1030245970569258E+002
-0.5938418593301436E+001 ,  0.5676629534363860E-001 ,  0.1038863243345357E+002
