 0.7438710902137873E-001,  0.2745761001236698E-001,  0.1616370316517927E-001,  0.1148755946759724E-001,  0.8916515899871228E-002,  0.7287823825852743E-002,  0.6162979901151507E-002,  0.5339274119954968E-002,  0.4709961127849277E-002,  0.4213446744935186E-002,  0.3811686162449518E-002,  0.3479906410331119E-002,  0.3201281153281570E-002,  0.2963979853010965E-002,  0.2759441280412814E-002,  0.2581316898225030E-002,  0.2424799241371591E-002,  0.2286180972335460E-002,  0.2162557167825163E-002,  0.2051619336128870E-002,  0.1951509796654300E-002,  0.1860716743012013E-002,  0.1777997317503006E-002,  0.1702320344185814E-002,  0.1632823098257556E-002,  0.1568778255168936E-002,  0.1509568328257383E-002,  0.1454665687271900E-002,  0.1403616786073687E-002,  0.1356029600068532E-002,  0.1311563536260503E-002,  0.1269921266141817E-002,  0.1230842067048375E-002,  0.1194096356621373E-002,  0.1159481178181705E-002,  0.1126816449430187E-002,  0.1095941828021308E-002,  0.1066714078815401E-002,  0.1039004851560950E-002,  0.1012698796246943E-002,  0.9876919577429272E-003,  0.9638904026030714E-003,  0.9412090397838282E-003,  0.9195706040617311E-003,  0.8989047765510248E-003,  0.8791474212232757E-003,  0.8602399199619476E-003,  0.8421285916275065E-003,  0.8247641830050323E-003,  0.8081014214669120E-003,  0.7920986207942225E-003,  0.7767173329298994E-003,  0.7619220395382551E-003,  0.7476798781615650E-003,  0.7339603985292575E-003,  0.7207353452160167E-003,  0.7079784633837952E-003,  0.6956653247970454E-003,  0.6837731716849635E-003,  0.6722807763507624E-003,  0.6611683147057459E-003,  0.6504172521430272E-003,  0.6400102403686564E-003,  0.6299310239821026E-003,  0.6201643557478838E-003,  0.6106959196294022E-003,  0.6015122607678164E-003,  0.5926007216856404E-003,  0.5839493840788933E-003,  0.5755470156348645E-003,  0.5673830213764402E-003,  0.5594473990897934E-003,  0.5517306984411314E-003,  0.5442239834311397E-003,  0.5369187978734709E-003,  0.5298071336168929E-003,  0.5228814012600031E-003,  0.5161344031333690E-003,  0.5095593083468771E-003,  0.5031496297204355E-003,  0.4968992024342535E-003,  0.4908021642509799E-003,  0.4848529371763327E-003,  0.4790462104376128E-003,  0.4733769246709169E-003,  0.4678402572180940E-003,  0.4624316084436246E-003,  0.4571465889898270E-003,  0.4519810078961696E-003,  0.4469308615150945E-003,  0.4419923231627491E-003,  0.4371617334483924E-003,  0.4324355912311158E-003,  0.4278105451569129E-003,  0.4232833857331039E-003,  0.4188510379007282E-003,  0.4145105540687783E-003,  0.4102591075771155E-003,  0.4060939865576062E-003,  0.4020125881654540E-003, 
 0.8237283003710098E-001,  0.1054726080459483E+000,  0.5349909539922737E-001,  0.3604689185224554E-001,  0.2745761001236697E-001,  0.2224179616539171E-001,  0.1871497485416591E-001,  0.1616370316517927E-001,  0.1422952756300364E-001,  0.1271143116713295E-001,  0.1148755946759725E-001,  0.1047959477534892E-001,  0.9634842766587338E-002,  0.8916515899871228E-002,  0.8298137478018911E-002,  0.7760157877465127E-002,  0.7287823825852739E-002,  0.6869789926133242E-002,  0.6497186860763548E-002,  0.6162979901151506E-002,  0.5861517278268053E-002,  0.5588205862606206E-002,  0.5339274119954967E-002,  0.5111596092034831E-002,  0.4902558811043515E-002,  0.4709961127849277E-002,  0.4531935593690216E-002,  0.4366887486644386E-002,  0.4213446744935186E-002,  0.4070429726250049E-002,  0.3936808525461776E-002,  0.3811686162449515E-002,  0.3694276369595433E-002,  0.3583887013488469E-002,  0.3479906410331119E-002,  0.3381791962181659E-002,  0.3289060667264842E-002,  0.3201281153281570E-002,  0.3118066955877748E-002,  0.3039070820908510E-002,  0.2963979853010964E-002,  0.2892511367324996E-002,  0.2824409328233385E-002,  0.2759441280412813E-002,  0.2697395694561653E-002,  0.2638079663857206E-002,  0.2581316898225030E-002,  0.2526945972437402E-002,  0.2474818791329890E-002,  0.2424799241371591E-002,  0.2376762002708661E-002,  0.2330591499829382E-002,  0.2286180972335461E-002,  0.2243431650078193E-002,  0.2202252019233067E-002,  0.2162557167825163E-002,  0.2124268200847026E-002,  0.2087311716484600E-002,  0.2051619336128870E-002,  0.2017127281836938E-002,  0.1983775995745304E-002,  0.1951509796654300E-002,  0.1920276569615367E-002,  0.1890027484878827E-002,  0.1860716743012013E-002,  0.1832301343387877E-002,  0.1804740873581358E-002,  0.1777997317503006E-002,  0.1752034880353232E-002,  0.1726819828701283E-002,  0.1702320344185814E-002,  0.1678506389502219E-002,  0.1655349585489343E-002,  0.1632823098257556E-002,  0.1610901535413943E-002,  0.1589560850540404E-002,  0.1568778255168936E-002,  0.1548532137576403E-002,  0.1528801987790170E-002,  0.1509568328257383E-002,  0.1490812649685012E-002,  0.1472517351606242E-002,  0.1454665687271900E-002,  0.1437241712504102E-002,  0.1420230238183681E-002,  0.1403616786073687E-002,  0.1387387547708817E-002,  0.1371529346105382E-002,  0.1356029600068531E-002,  0.1340876290893532E-002,  0.1326057931275781E-002,  0.1311563536260503E-002,  0.1297382596077691E-002,  0.1283505050721068E-002,  0.1269921266141817E-002,  0.1256622011938669E-002,  0.1243598440435727E-002,  0.1230842067048375E-002,  0.1218344751845656E-002,  0.1206098682224947E-002, 
 0.8081851582589639E-001,  0.8916515899871229E-001,  0.1188140654924991E+000,  0.6776608689074741E-001,  0.4863714699600030E-001,  0.3849749570564240E-001,  0.3201281153281571E-001,  0.2745761001236697E-001,  0.2406461963360961E-001,  0.2143203561666793E-001,  0.1932653066949471E-001,  0.1760242632265745E-001,  0.1616370316517927E-001,  0.1494433799775894E-001,  0.1389735889103179E-001,  0.1298839439191817E-001,  0.1219169120794420E-001,  0.1148755946759724E-001,  0.1086067973326964E-001,  0.1029894942764849E-001,  0.9792677592829920E-002,  0.9334010767008709E-002,  0.8916515899871228E-002,  0.8534872245849555E-002,  0.8184640320472817E-002,  0.7862086281478439E-002,  0.7564046786667842E-002,  0.7287823825852741E-002,  0.7031102033015444E-002,  0.6791883055799939E-002,  0.6568433007057748E-002,  0.6359240049441723E-002,  0.6162979901151507E-002,  0.5978487586779182E-002,  0.5804734151122042E-002,  0.5640807346443097E-002,  0.5485895523144593E-002,  0.5339274119954968E-002,  0.5200294276558713E-002,  0.5068373189200026E-002,  0.4942985905468219E-002,  0.4823658313569445E-002,  0.4709961127849278E-002,  0.4601504709088508E-002,  0.4497934587352841E-002,  0.4398927578598843E-002,  0.4304188405090757E-002,  0.4213446744935186E-002,  0.4126454648442044E-002,  0.4042984269150791E-002,  0.3962825865673899E-002,  0.3885786037360148E-002,  0.3811686162449518E-002,  0.3740361012100938E-002,  0.3671657517601603E-002,  0.3605433671353565E-002,  0.3541557544993910E-002,  0.3479906410331119E-002,  0.3420365950746782E-002,  0.3362829552379594E-002,  0.3307197665827055E-002,  0.3253377230310177E-002,  0.3201281153281572E-002,  0.3150827839344913E-002,  0.3101940763117077E-002,  0.3054548081322308E-002,  0.3008582279976341E-002,  0.2963979853010965E-002,  0.2920681009117103E-002,  0.2878629403956455E-002,  0.2837771895216174E-002,  0.2798058318264430E-002,  0.2759441280412814E-002,  0.2721875972009190E-002,  0.2685319992775864E-002,  0.2649733191976349E-002,  0.2615077521142488E-002,  0.2581316898225030E-002,  0.2548417082146781E-002,  0.2516345556840517E-002,  0.2485071423945224E-002,  0.2454565303415524E-002,  0.2424799241371591E-002,  0.2395746624581432E-002,  0.2367382101025080E-002,  0.2339681506041907E-002,  0.2312621793608428E-002,  0.2286180972335461E-002,  0.2260338045810772E-002,  0.2235072956946724E-002,  0.2210366536022714E-002,  0.2186200452139254E-002,  0.2162557167825163E-002,  0.2139419896561422E-002,  0.2116772563005350E-002,  0.2094599765716878E-002,  0.2072886742205189E-002,  0.2051619336128871E-002,  0.2030783966496368E-002,  0.2010367598725814E-002, 
 0.8041291627318070E-001,  0.8410941432190625E-001,  0.9487252164704646E-001,  0.1274871615260149E+000,  0.7743884992434899E-001,  0.5772089232804062E-001,  0.4684098889414377E-001,  0.3966021080536966E-001,  0.3448868062648180E-001,  0.3055823024703573E-001,  0.2745761001236698E-001,  0.2494305755821039E-001,  0.2285952337560578E-001,  0.2110309062833297E-001,  0.1960122796081947E-001,  0.1830163480662952E-001,  0.1716557434596006E-001,  0.1616370316517927E-001,  0.1527336276929060E-001,  0.1447676399930076E-001,  0.1375973663833519E-001,  0.1311084786186333E-001,  0.1252076785606180E-001,  0.1198180495692612E-001,  0.1148755946759725E-001,  0.1103266209527006E-001,  0.1061257372338266E-001,  0.1022343030696617E-001,  0.9861921415025178E-002,  0.9525194173318596E-002,  0.9210776599715533E-002,  0.8916515899871228E-002,  0.8640528415218113E-002,  0.8381158727759823E-002,  0.8136946020300094E-002,  0.7906596229984518E-002,  0.7688958861082687E-002,  0.7483007570275039E-002,  0.7287823825852741E-002,  0.7102583086550672E-002,  0.6926543057292931E-002,  0.6759033666007281E-002,  0.6599448473790535E-002,  0.6447237284480698E-002,  0.6301899762399671E-002,  0.6162979901151506E-002,  0.6030061213772324E-002,  0.5902762536667857E-002,  0.5780734357745845E-002,  0.5663655593809111E-002,  0.5551230754286604E-002,  0.5443187438265151E-002,  0.5339274119954968E-002,  0.5239258184501141E-002,  0.5142924181701017E-002,  0.5050072269908525E-002,  0.4960516826368336E-002,  0.4874085203557697E-002,  0.4790616613931049E-002,  0.4709961127849278E-002,  0.4631978771504292E-002,  0.4556538713378630E-002,  0.4483518529257886E-002,  0.4412803537080585E-002,  0.4344286193998749E-002,  0.4277865548960403E-002,  0.4213446744935186E-002,  0.4150940565605583E-002,  0.4090263021954666E-002,  0.4031334974710495E-002,  0.3974081789068310E-002,  0.3918433018514524E-002,  0.3864322114928781E-002,  0.3811686162449518E-002,  0.3760465632859788E-002,  0.3710604160489065E-002,  0.3662048334837378E-002,  0.3614747509314213E-002,  0.3568653624649162E-002,  0.3523721045677221E-002,  0.3479906410331119E-002,  0.3437168489788161E-002,  0.3395468058821539E-002,  0.3354767775497574E-002,  0.3315032069441802E-002,  0.3276227037969957E-002,  0.3238320349445208E-002,  0.3201281153281570E-002,  0.3165079996066149E-002,  0.3129688743320057E-002,  0.3095080506460559E-002,  0.3061229574565300E-002,  0.3028111350574104E-002,  0.2995702291595206E-002,  0.2963979853010965E-002,  0.2932922436103808E-002,  0.2902509338946352E-002,  0.2872720710320725E-002,  0.2843537506451219E-002,  0.2814941450351918E-002, 
 0.8024864309884107E-001,  0.8237283003710098E-001,  0.8754686459280051E-001,  0.9956423561702014E-001,  0.1339337394242111E+000,  0.8469776940407071E-001,  0.6476769610222141E-001,  0.5349909539922738E-001,  0.4590486431778072E-001,  0.4033929199007936E-001,  0.3604689185224555E-001,  0.3261832665758307E-001,  0.2980794571457149E-001,  0.2745761001236697E-001,  0.2546012353485069E-001,  0.2373987193278051E-001,  0.2224179616539171E-001,  0.2092474681658211E-001,  0.1975729240752512E-001,  0.1871497485416591E-001,  0.1777845523937269E-001,  0.1693222717361563E-001,  0.1616370316517927E-001,  0.1546255265314172E-001,  0.1482021377954839E-001,  0.1422952756300365E-001,  0.1368445987663190E-001,  0.1317988744002167E-001,  0.1271143116713295E-001,  0.1227532501411120E-001,  0.1186831176259340E-001,  0.1148755946759724E-001,  0.1113059392112600E-001,  0.1079524364557122E-001,  0.1047959477534892E-001,  0.1018195380541203E-001,  0.9900816645780216E-002,  0.9634842766587338E-002,  0.9382833479585758E-002,  0.9143713601692204E-002,  0.8916515899871228E-002,  0.8700367835908883E-002,  0.8494480222827026E-002,  0.8298137478018910E-002,  0.8110689216257624E-002,  0.7931542971997418E-002,  0.7760157877465127E-002,  0.7596039152914773E-002,  0.7438733289617019E-002,  0.7287823825852741E-002,  0.7142927632289270E-002,  0.7003691636353222E-002,  0.6869789926133242E-002,  0.6740921183393215E-002,  0.6616806402801361E-002,  0.6497186860763547E-002,  0.6381822302513171E-002,  0.6270489320537124E-002,  0.6162979901151507E-002,  0.6059100119201984E-002,  0.5958668963547104E-002,  0.5861517278268054E-002,  0.5767486806499863E-002,  0.5676429325450138E-002,  0.5588205862606205E-002,  0.5502685984366830E-002,  0.5419747149400581E-002,  0.5339274119954967E-002,  0.5261158425140141E-002,  0.5185297870905784E-002,  0.5111596092034831E-002,  0.5039962142006087E-002,  0.4970310117039606E-002,  0.4902558811043515E-002,  0.4836631398536397E-002,  0.4772455142932116E-002,  0.4709961127849277E-002,  0.4649084009351019E-002,  0.4589761787235769E-002,  0.4531935593690218E-002,  0.4475549497784813E-002,  0.4420550324442424E-002,  0.4366887486644386E-002,  0.4314512829757527E-002,  0.4263380486972019E-002,  0.4213446744935186E-002,  0.4164669918751448E-002,  0.4117010235594958E-002,  0.4070429726250049E-002,  0.4024892123956148E-002,  0.3980362769989205E-002,  0.3936808525461776E-002,  0.3894197688868708E-002,  0.3852499918946321E-002,  0.3811686162449516E-002,  0.3771728586484767E-002,  0.3732600515066950E-002,  0.3694276369595434E-002,  0.3656731612969731E-002,  0.3619942697087515E-002, 
 0.8016606208438022E-001,  0.8155325260643627E-001,  0.8469449055241335E-001,  0.9070425937263533E-001,  0.1035194959383087E+000,  0.1390689809630164E+000,  0.9048116776751072E-001,  0.7049414212590084E-001,  0.5901166343549875E-001,  0.5115915487181188E-001,  0.4533023583042773E-001,  0.4078459684843427E-001,  0.3711854468621246E-001,  0.3408799086387923E-001,  0.3153456378230277E-001,  0.2935006909916368E-001,  0.2745761001236697E-001,  0.2580078915866186E-001,  0.2433716897833474E-001,  0.2303412564154118E-001,  0.2186611998404998E-001,  0.2081284391861477E-001,  0.1985792745945617E-001,  0.1898801585064589E-001,  0.1819209754190934E-001,  0.1746100613074503E-001,  0.1678704541753928E-001,  0.1616370316517927E-001,  0.1558542980739963E-001,  0.1504746540587811E-001,  0.1454570292352641E-001,  0.1407657916110891E-001,  0.1363698699764097E-001,  0.1322420420264865E-001,  0.1283583525938280E-001,  0.1246976349119211E-001,  0.1212411141199939E-001,  0.1179720769018907E-001,  0.1148755946759724E-001,  0.1119382904288614E-001,  0.1091481413355128E-001,  0.1064943108908588E-001,  0.1039670055098170E-001,  0.1015573515175966E-001,  0.9925728921371956E-002,  0.9705948129780867E-002,  0.9495723342818931E-002,  0.9294442507237351E-002,  0.9101544912193045E-002,  0.8916515899871228E-002,  0.8738882218703330E-002,  0.8568207929658067E-002,  0.8404090790096399E-002,  0.8246159051266752E-002,  0.8094068615136311E-002,  0.7947500504270759E-002,  0.7806158605181732E-002,  0.7669767651191471E-002,  0.7538071415607702E-002,  0.7410831090010568E-002,  0.7287823825852741E-002,  0.7168841420464781E-002,  0.7053689131023397E-002,  0.6942184602149864E-002,  0.6834156894614500E-002,  0.6729445604179215E-002,  0.6627900060951351E-002,  0.6529378600781144E-002,  0.6433747901239690E-002,  0.6340882375586152E-002,  0.6250663618891966E-002,  0.6162979901151507E-002,  0.6077725702787321E-002,  0.5994801288464308E-002,  0.5914112315571901E-002,  0.5835569474123834E-002,  0.5759088155169341E-002,  0.5684588145113091E-002,  0.5611993343609650E-002,  0.5541231502935760E-002,  0.5472233986954395E-002,  0.5404935547971781E-002,  0.5339274119954968E-002,  0.5275190626725858E-002,  0.5212628803880109E-002,  0.5151535033297309E-002,  0.5091858189214989E-002,  0.5033549494933627E-002,  0.4976562389304930E-002,  0.4920852402232273E-002,  0.4866377038480747E-002,  0.4813095669156327E-002,  0.4760969430269524E-002,  0.4709961127849277E-002,  0.4660035149118437E-002,  0.4611157379283518E-002,  0.4563295123528603E-002,  0.4516417033837424E-002,  0.4470493040298121E-002,  0.4425494286573468E-002, 
 0.8011873871496959E-001,  0.8109822436805228E-001,  0.8323330998532079E-001,  0.8699040794626704E-001,  0.9355333881431982E-001,  0.1069322891797854E+000,  0.1433381559526064E+000,  0.9527446660007019E-001,  0.7530041977545004E-001,  0.6369906744785463E-001,  0.5567999795993996E-001,  0.4966947100625854E-001,  0.4494155829298760E-001,  0.4109913290095719E-001,  0.3790099687413959E-001,  0.3518984951327452E-001,  0.3285764696226422E-001,  0.3082718091249398E-001,  0.2904152205022158E-001,  0.2745761001236697E-001,  0.2604217702714710E-001,  0.2476905572244433E-001,  0.2361734410241637E-001,  0.2257012086056144E-001,  0.2161352505090408E-001,  0.2073608345535135E-001,  0.1992821026490017E-001,  0.1918182908880920E-001,  0.1849008338187724E-001,  0.1784711181522509E-001,  0.1724787204290524E-001,  0.1668800100780385E-001,  0.1616370316517927E-001,  0.1567166026966434E-001,  0.1520895798481231E-001,  0.1477302573781020E-001,  0.1436158709175432E-001,  0.1397261853570746E-001,  0.1360431506158697E-001,  0.1325506125052303E-001,  0.1292340686047736E-001,  0.1260804611356189E-001,  0.1230780004144384E-001,  0.1202160137196271E-001,  0.1174848153806044E-001,  0.1148755946759725E-001,  0.1123803187427254E-001,  0.1099916481921893E-001,  0.1077028635256496E-001,  0.1055078007641725E-001,  0.1034007949687100E-001,  0.1013766305404122E-001,  0.9943049736668756E-002,  0.9755795202340319E-002,  0.9575488336361739E-002,  0.9401748192302630E-002,  0.9234221265562878E-002,  0.9072579058292939E-002,  0.8916515899871229E-002,  0.8765746992095881E-002,  0.8620006652441762E-002,  0.8479046732295234E-002,  0.8342635190111952E-002,  0.8210554802034642E-002,  0.8082601994726856E-002,  0.7958585787085536E-002,  0.7838326829136585E-002,  0.7721656527835242E-002,  0.7608416250719388E-002,  0.7498456599428113E-002,  0.7391636746022594E-002,  0.7287823825852743E-002,  0.7186892381416433E-002,  0.7088723852274171E-002,  0.6993206106621951E-002,  0.6900233010599016E-002,  0.6809704031825011E-002,  0.6721523874028594E-002,  0.6635602139954926E-002,  0.6551853020026761E-002,  0.6470195004488961E-002,  0.6390550616992237E-002,  0.6312846167773352E-002,  0.6237011524767883E-002,  0.6162979901151507E-002,  0.6090687657948484E-002,  0.6020074120473471E-002,  0.5951081407487206E-002,  0.5883654272049030E-002,  0.5817739953141336E-002,  0.5753288037223635E-002,  0.5690250328948672E-002,  0.5628580730340029E-002,  0.5568235127791265E-002,  0.5509171286301635E-002,  0.5451348750412638E-002,  0.5394728751354851E-002,  0.5339274119954968E-002,  0.5284949204890003E-002,  0.5231719795909120E-002, 
 0.8008911179932453E-001,  0.8081851582589639E-001,  0.8237283003710098E-001,  0.8498616601150642E-001,  0.8916515899871230E-001,  0.9612837562622840E-001,  0.1099320768462348E+000,  0.1469920695069790E+000,  0.9935981904857169E-001,  0.7943141805312479E-001,  0.6776608689074744E-001,  0.5963767217763350E-001,  0.5349909539922738E-001,  0.4863714699600030E-001,  0.4466112859648422E-001,  0.4133313424478686E-001,  0.3849749570564239E-001,  0.3604689185224554E-001,  0.3390432957045966E-001,  0.3201281153281570E-001,  0.3032905474623339E-001,  0.2881948923231739E-001,  0.2745761001236697E-001,  0.2622216806179465E-001,  0.2509590068613723E-001,  0.2406461963360961E-001,  0.2311654286357381E-001,  0.2224179616539171E-001,  0.2143203561666793E-001,  0.2068015757885923E-001,  0.1998007313631948E-001,  0.1932653066949470E-001,  0.1871497485416591E-001,  0.1814143355626109E-001,  0.1760242632265744E-001,  0.1709488975826251E-001,  0.1661611622831076E-001,  0.1616370316517927E-001,  0.1573551088101287E-001,  0.1532962725275581E-001,  0.1494433799775893E-001,  0.1457810152622906E-001,  0.1422952756300365E-001,  0.1389735889103179E-001,  0.1358045569386742E-001,  0.1327778207277617E-001,  0.1298839439191817E-001,  0.1271143116713295E-001,  0.1244610426362043E-001,  0.1219169120794420E-001,  0.1194752845232054E-001,  0.1171300545566749E-001,  0.1148755946759724E-001,  0.1127067091938913E-001,  0.1106185934073298E-001,  0.1086067973326964E-001,  0.1066671934214906E-001,  0.1047959477534892E-001,  0.1029894942764849E-001,  0.1012445117217578E-001,  0.9955790287534249E-002,  0.9792677592829920E-002,  0.9634842766587338E-002,  0.9482032828671516E-002,  0.9334010767008709E-002,  0.9190554293193673E-002,  0.9051454713044992E-002,  0.8916515899871228E-002,  0.8785553359681914E-002,  0.8658393378851258E-002,  0.8534872245849557E-002,  0.8414835539619952E-002,  0.8298137478018911E-002,  0.8184640320472817E-002,  0.8074213819646479E-002,  0.7966734717483969E-002,  0.7862086281478437E-002,  0.7760157877465127E-002,  0.7660844575617512E-002,  0.7564046786667842E-002,  0.7469669925675571E-002,  0.7377624100935144E-002,  0.7287823825852739E-002,  0.7200187751833790E-002,  0.7114638420411427E-002,  0.7031102033015444E-002,  0.6949508236931168E-002,  0.6869789926133242E-002,  0.6791883055799938E-002,  0.6715726469422085E-002,  0.6641261737518570E-002,  0.6568433007057748E-002,  0.6497186860763548E-002,  0.6427472185556151E-002,  0.6359240049441721E-002,  0.6292443586223857E-002,  0.6227037887462207E-002,  0.6162979901151507E-002,  0.6100228336637655E-002,  0.6038743575326782E-002, 
 0.8006933917343764E-001,  0.8063398952368736E-001,  0.8181970675427262E-001,  0.8375822437859860E-001,  0.8670918815580805E-001,  0.9119984349122540E-001,  0.9846977970635776E-001,  0.1126077949217145E+000,  0.1501861342459342E+000,  0.1029150695596655E+000,  0.8304725447015222E-001,  0.7135106653980181E-001,  0.6315049088397655E-001,  0.5692025646746109E-001,  0.5195813388352444E-001,  0.4787933859142049E-001,  0.4444924826391748E-001,  0.4151402379574059E-001,  0.3896733526113959E-001,  0.3673268522425144E-001,  0.3475327473445192E-001,  0.3298584022384678E-001,  0.3139672448414575E-001,  0.2995927354105654E-001,  0.2865205576969531E-001,  0.2745761001236698E-001,  0.2636154483872910E-001,  0.2535187723740365E-001,  0.2441853842841474E-001,  0.2355299874288291E-001,  0.2274797888881919E-001,  0.2199722491572929E-001,  0.2129533083708202E-001,  0.2063759738050426E-001,  0.2001991845351904E-001,  0.1943868910380941E-001,  0.1889073031622209E-001,  0.1837322711942199E-001,  0.1788367730334637E-001,  0.1741984866238469E-001,  0.1697974313897491E-001,  0.1656156659014947E-001,  0.1616370316517928E-001,  0.1578469348704917E-001,  0.1542321598935006E-001,  0.1507807088445346E-001,  0.1474816633675684E-001,  0.1443250649246311E-001,  0.1413018107935676E-001,  0.1384035633982508E-001,  0.1356226710057369E-001,  0.1329520981512219E-001,  0.1303853644179459E-001,  0.1279164904175167E-001,  0.1255399499959372E-001,  0.1232506278393688E-001,  0.1210437817772243E-001,  0.1189150091832283E-001,  0.1168602169613472E-001,  0.1148755946759725E-001,  0.1129575904468486E-001,  0.1111028892809353E-001,  0.1093083935572640E-001,  0.1075712054182023E-001,  0.1058886108524237E-001,  0.1042580652821909E-001,  0.1026771804910040E-001,  0.1011437127478480E-001,  0.9965555200169823E-002,  0.9821071203501185E-002,  0.9680732147801043E-002,  0.9544361559691910E-002,  0.9411792877923195E-002,  0.9282868764771780E-002,  0.9157440474244282E-002,  0.9035367271671877E-002,  0.8916515899871228E-002,  0.8800760087557440E-002,  0.8687980096147274E-002,  0.8578062301490138E-002,  0.8470898807417478E-002,  0.8366387088314699E-002,  0.8264429658197498E-002,  0.8164933764021923E-002,  0.8067811101177484E-002,  0.7972977549309299E-002,  0.7880352926790428E-002,  0.7789860762322657E-002,  0.7701428082284587E-002,  0.7614985212571884E-002,  0.7530465593787914E-002,  0.7447805608744923E-002,  0.7366944421327466E-002,  0.7287823825852741E-002,  0.7210388106137023E-002,  0.7134583903544820E-002,  0.7060360093358784E-002,  0.6987667668863141E-002,  0.6916459632584144E-002,  0.6846690894176260E-002, 
 0.8005548815376858E-001,  0.8050573072517538E-001,  0.8144173534333815E-001,  0.8294376781338274E-001,  0.8516072753461196E-001,  0.8836581296040232E-001,  0.9309863703917212E-001,  0.1006131295339581E+000,  0.1150227248019791E+000,  0.1530233818812529E+000,  0.1060592261257887E+000,  0.8625802710581011E-001,  0.7455157823299505E-001,  0.6630378654990277E-001,  0.6000735168326747E-001,  0.5496945492105874E-001,  0.5081061042787607E-001,  0.4729929608080390E-001,  0.4428351784232056E-001,  0.4165804228551069E-001,  0.3934700842411197E-001,  0.3729396526353032E-001,  0.3545581408362252E-001,  0.3379894579696958E-001,  0.3229668045167061E-001,  0.3092751412249891E-001,  0.2967388531383519E-001,  0.2852128633165256E-001,  0.2745761001236697E-001,  0.2647266085134859E-001,  0.2555778336467331E-001,  0.2470557559266057E-001,  0.2390966545458780E-001,  0.2316453418316820E-001,  0.2246537549331673E-001,  0.2180798220037283E-001,  0.2118865415502192E-001,  0.2060412289848145E-001,  0.2005148955355963E-001,  0.1952817328241079E-001,  0.1903186824645680E-001,  0.1856050745727592E-001,  0.1811223225056275E-001,  0.1768536637766901E-001,  0.1727839391155135E-001,  0.1688994032120855E-001,  0.1651875619184947E-001,  0.1616370316517927E-001,  0.1582374175133022E-001,  0.1549792072560521E-001,  0.1518536787275275E-001,  0.1488528188154745E-001,  0.1459692522500463E-001,  0.1431961788814805E-001,  0.1405273182707435E-001,  0.1379568606105232E-001,  0.1354794231429702E-001,  0.1330900113644978E-001,  0.1307839844114055E-001,  0.1285570241067849E-001,  0.1264051072220788E-001,  0.1243244805682137E-001,  0.1223116385833291E-001,  0.1203633031284102E-001,  0.1184764052398456E-001,  0.1166480686201809E-001,  0.1148755946759724E-001,  0.1131564489353943E-001,  0.1114882486987184E-001,  0.1098687517924673E-001,  0.1082958463133534E-001,  0.1067675412614052E-001,  0.1052819579732529E-001,  0.1038373222766218E-001,  0.1024319572959036E-001,  0.1010642768463839E-001,  0.9973277936148358E-002,  0.9843604230331820E-002,  0.9717271701212799E-002,  0.9594152395475479E-002,  0.9474124833643566E-002,  0.9357073604380263E-002,  0.9242888989019213E-002,  0.9131466613722408E-002,  0.9022707126914673E-002,  0.8916515899871229E-002,  0.8812802748536601E-002,  0.8711481674833935E-002,  0.8612470625885427E-002,  0.8515691269709668E-002,  0.8421068786091611E-002,  0.8328531671438140E-002,  0.8238011556537075E-002,  0.8149443036232747E-002,  0.8062763510116465E-002,  0.7977913033407773E-002,  0.7894834177272084E-002,  0.7813471897883714E-002,  0.7733773413600783E-002,  0.7655688089670046E-002, 
