-0.1597000000000000E+002 ,  0.9245309143282773E-004 ,  0.2201953683067152E-005 ,  0.6333228144054475E-004 ,  0.6575844365204021E-019
-0.1591000000000000E+002 ,  0.9367310202478701E-004 ,  0.2269747957899888E-005 ,  0.6401738419491086E-004 , -0.1052819129454766E-018
-0.1585000000000000E+002 ,  0.9488684067541880E-004 ,  0.2323002554262021E-005 ,  0.6470727741326004E-004 , -0.4340524085237874E-019
-0.1579000000000000E+002 ,  0.9611383127391764E-004 ,  0.2351915146285112E-005 ,  0.6540195653944549E-004 ,  0.4300380362837904E-019
-0.1573000000000000E+002 ,  0.9737401518474660E-004 ,  0.2365636985646150E-005 ,  0.6610141638371891E-004 ,  0.2212219316718777E-019
-0.1567000000000000E+002 ,  0.9867269107641096E-004 ,  0.2385471851256086E-005 ,  0.6680565111677451E-004 , -0.6604800044407289E-019
-0.1561000000000000E+002 ,  0.9999646672947368E-004 ,  0.2428790772382413E-005 ,  0.6751465426385664E-004 , -0.4212647936316993E-020
-0.1555000000000000E+002 ,  0.1013233817118361E-003 ,  0.2495813102293339E-005 ,  0.6822841869893907E-004 ,  0.3647383661621514E-020
-0.1549000000000000E+002 ,  0.1026396176791292E-003 ,  0.2569318925868792E-005 ,  0.6894693663897114E-004 ,  0.6846218773237791E-019
-0.1543000000000000E+002 ,  0.1039501504736870E-003 ,  0.2627609836023614E-005 ,  0.6967019963820197E-004 , -0.2642645582657643E-019
-0.1537000000000000E+002 ,  0.1052752043982414E-003 ,  0.2660972013974579E-005 ,  0.7039819858257641E-004 ,  0.7299355293625167E-019
-0.1531000000000000E+002 ,  0.1066350936993911E-003 ,  0.2679159918211166E-005 ,  0.7113092368421012E-004 ,  0.3756165364318934E-019
-0.1525000000000000E+002 ,  0.1080348793376881E-003 ,  0.2704145210592776E-005 ,  0.7186836447593687E-004 , -0.1969677216753137E-018
-0.1519000000000000E+002 ,  0.1094604977275469E-003 ,  0.2753526435502593E-005 ,  0.7261050980595107E-004 ,  0.1798899703288455E-018
-0.1513000000000000E+002 ,  0.1108893920722245E-003 ,  0.2827132786751789E-005 ,  0.7335734783251829E-004 , -0.2000340859501428E-019
-0.1507000000000000E+002 ,  0.1123076812204590E-003 ,  0.2907025933097217E-005 ,  0.7410886601878524E-004 ,  0.2139298194894003E-019
-0.1501000000000000E+002 ,  0.1137208713487378E-003 ,  0.2971003397390502E-005 ,  0.7486505112766507E-004 , -0.7289749840912161E-019
-0.1495000000000000E+002 ,  0.1151499202530385E-003 ,  0.3009448784750594E-005 ,  0.7562588921682926E-004 , -0.7827320134493542E-019
-0.1489000000000000E+002 ,  0.1166155293789110E-003 ,  0.3032751075396204E-005 ,  0.7639136563376733E-004 ,  0.1396523863947918E-018
-0.1483000000000000E+002 ,  0.1181225067709140E-003 ,  0.3063580401467998E-005 ,  0.7716146501096702E-004 ,  0.6391828990347444E-020
-0.1477000000000000E+002 ,  0.1196560842414413E-003 ,  0.3119769588045810E-005 ,  0.7793617126117768E-004 , -0.2861759077850870E-019
-0.1471000000000000E+002 ,  0.1211930828769772E-003 ,  0.3200735137201632E-005 ,  0.7871546757276753E-004 ,  0.1233225899651311E-018
-0.1465000000000000E+002 ,  0.1227195608726980E-003 ,  0.3287785189188536E-005 ,  0.7949933640519219E-004 ,  0.1553243682655445E-018
-0.1459000000000000E+002 ,  0.1242415844603173E-003 ,  0.3358192197085717E-005 ,  0.8028775948456368E-004 ,  0.5772212189672618E-019
-0.1453000000000000E+002 ,  0.1257808808970732E-003 ,  0.3402446872880809E-005 ,  0.8108071779932096E-004 ,  0.4550794818170461E-019
-0.1447000000000000E+002 ,  0.1273585544892572E-003 ,  0.3431606675065604E-005 ,  0.8187819159600731E-004 ,  0.1271486109955962E-018
-0.1441000000000000E+002 ,  0.1289791440393589E-003 ,  0.3469073392191094E-005 ,  0.8268016037516188E-004 , -0.1589572672080439E-018
-0.1435000000000000E+002 ,  0.1306271408823915E-003 ,  0.3532921506059137E-005 ,  0.8348660288731504E-004 ,  0.1977598426958394E-018
-0.1429000000000000E+002 ,  0.1322787162169726E-003 ,  0.3622130432932382E-005 ,  0.8429749712911265E-004 ,  0.1645099019247294E-018
-0.1423000000000000E+002 ,  0.1339198700805746E-003 ,  0.3717216733193581E-005 ,  0.8511282033952802E-004 , -0.2040510257742173E-018
-0.1417000000000000E+002 ,  0.1355572611796623E-003 ,  0.3794905041016005E-005 ,  0.8593254899622208E-004 , -0.1420166715219913E-018
-0.1411000000000000E+002 ,  0.1372134254505161E-003 ,  0.3845803729336294E-005 ,  0.8675665881199845E-004 , -0.3281712529345537E-020
-0.1405000000000000E+002 ,  0.1389098872430737E-003 ,  0.3881675655328325E-005 ,  0.8758512473140299E-004 , -0.1344584432380492E-018
-0.1399000000000000E+002 ,  0.1406508985595822E-003 ,  0.3926690360383934E-005 ,  0.8841792092742442E-004 , -0.4008590622289088E-019
-0.1393000000000000E+002 ,  0.1424201714538031E-003 ,  0.3999172041838574E-005 ,  0.8925502079832941E-004 , -0.2530901957065671E-019
-0.1387000000000000E+002 ,  0.1441931972381956E-003 ,  0.4097636553893384E-005 ,  0.9009639696463145E-004 , -0.1114570580651376E-018
-0.1381000000000000E+002 ,  0.1459559207087178E-003 ,  0.4201767543715010E-005 ,  0.9094202126618545E-004 ,  0.2753495089289704E-018
-0.1375000000000000E+002 ,  0.1477156285231545E-003 ,  0.4287717134193390E-005 ,  0.9179186475940627E-004 , -0.1560731686478155E-018
-0.1369000000000000E+002 ,  0.1494957081834489E-003 ,  0.4346222908456611E-005 ,  0.9264589771462625E-004 ,  0.1624872123654437E-018
-0.1363000000000000E+002 ,  0.1513181229925098E-003 ,  0.4389793380091863E-005 ,  0.9350408961359632E-004 ,  0.1122573546563437E-018
-0.1357000000000000E+002 ,  0.1531868192333409E-003 ,  0.4443405210247254E-005 ,  0.9436640914710523E-004 ,  0.1864570248744737E-019
-0.1351000000000000E+002 ,  0.1550846876171299E-003 ,  0.4525641137245661E-005 ,  0.9523282421275569E-004 ,  0.6038322631914340E-019
-0.1345000000000000E+002 ,  0.1569865071099571E-003 ,  0.4634524641736649E-005 ,  0.9610330191287090E-004 , -0.1865487821654749E-018
-0.1339000000000000E+002 ,  0.1588781706987009E-003 ,  0.4748861449033914E-005 ,  0.9697780855254641E-004 , -0.4913406373952824E-019
-0.1333000000000000E+002 ,  0.1607676319455300E-003 ,  0.4844204315203422E-005 ,  0.9785630963785090E-004 , -0.6161491639725574E-019
-0.1327000000000000E+002 ,  0.1626791769623039E-003 ,  0.4911432725471669E-005 ,  0.9873876987415811E-004 ,  0.1598535100230512E-018
-0.1321000000000000E+002 ,  0.1646352288811043E-003 ,  0.4963844879913188E-005 ,  0.9962515316464788E-004 , -0.5132236431648167E-019
-0.1315000000000000E+002 ,  0.1666394078407422E-003 ,  0.5027267615130839E-005 ,  0.1005154226089406E-003 ,  0.1348403135112473E-018
-0.1309000000000000E+002 ,  0.1686737375152518E-003 ,  0.5120551900596794E-005 ,  0.1014095405018919E-003 ,  0.2072829018087251E-018
-0.1303000000000000E+002 ,  0.1707122493376105E-003 ,  0.5241197405152959E-005 ,  0.1023074683325302E-003 ,  0.2096293115569620E-019
-0.1297000000000000E+002 ,  0.1727407885531758E-003 ,  0.5367082795845104E-005 ,  0.1032091667831633E-003 , -0.9249239301984528E-019
-0.1291000000000000E+002 ,  0.1747680185519318E-003 ,  0.5473132193200657E-005 ,  0.1041145957286231E-003 ,  0.3675858329411718E-019
-0.1285000000000000E+002 ,  0.1768191758299633E-003 ,  0.5550380995762689E-005 ,  0.1050237142356865E-003 ,  0.7927559443560868E-020
-0.1279000000000000E+002 ,  0.1789171664754265E-003 ,  0.5612965401799009E-005 ,  0.1059364805626426E-003 ,  0.1322064813806167E-020
-0.1273000000000000E+002 ,  0.1810652623882625E-003 ,  0.5687609656342465E-005 ,  0.1068528521590236E-003 , -0.9143056363890750E-019
-0.1267000000000000E+002 ,  0.1832445704475567E-003 ,  0.5793443630337084E-005 ,  0.1077727856655025E-003 , -0.2560304777872933E-019
-0.1261000000000000E+002 ,  0.1854283363410292E-003 ,  0.5927408778896533E-005 ,  0.1086962369139449E-003 , -0.2415269131666584E-018
